REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,
octopress,901,closed,reopened,2012-12-29 08:07:20,19.03,2,1,4,,,,,,,,,,,,,,,,
octopress,901,closed,6,2012-12-29 07:16:59,8.38,,1,,"b'b"" I\'ve bumped the gems in master. In 2.1 this shouldn\'t be a problem right?""'",,,,,,,,,,,,,,,
octopress,901,closed,7,2012-12-29 07:16:59,2.52,,,1,"b""b' Yes", it works in 2.1 (for real)," and it works on 2.0 with  bumped to 0.3.4. Thank you! '""",,,,,,,,,,,,,
octopress,901,closed,closed,2012-12-30 08:18:13,10.88,2,2,5,,,,,,,,,,,,,,,,
octopress,901,closed,-,-,-,2,2,5,,,,,,,,,,,,,,,,
octopress,913,closed,opened,2013-01-03 01:14:51,,,,,,,,,,,,,,,,,,,,
octopress,913,closed,title,2013-01-03 01:14:51,00:00,,1,,"b""b' Rake install and recent source folder = bug on fresh octopress'""",,,,,,,,,,,,,,,
octopress,913,closed,body,2013-01-03 01:14:51,00:00,1,,,"b'b"" Hi there", I am by no means an Octopress specialist. I just started using Octopress and in the setup stage, when issuing I am prompted with the message:A fresh git clone followed by a isn\'t supposed to have any themes installed. I investigated quickly on the matter and it looks like it has to do with the recently created (restored) folder introduced by c18de558759dff, which is finally identified by the  : Could someone give a more solid opinion on this? Sincerely," Artur""'",,,,,,,,,,,
octopress,913,closed,1,2013-01-03 01:14:51,3.18,,1,,"b""b' Hm"," looks like was generated by Compass and @imathis committed it by accident. Are you using the 2.1 branch?'""",,,,,,,,,,,,,,
octopress,913,closed,2,2013-01-03 01:14:51,1.32,,1,,"b'b"" That\'s what I thought. I\'m on the master branch. Should I be using the 2.1 instead?""'",,,,,,,,,,,,,,,
octopress,913,closed,3,2013-01-03 01:14:51,36.62,,1,,"b""b' Use the 2.1 branch it has a bunch of fixes & enhancements.'""",,,,,,,,,,,,,,,
octopress,913,closed,closed,2013-01-03 01:55:59,41.13,1,4,0,,,,,,,,,,,,,,,,
octopress,913,closed,reopened,2013-01-03 01:56:03,0.07,1,4,0,,,,,,,,,,,,,,,,
octopress,913,closed,4,2013-01-03 01:14:51,1.47,,1,,"b""b' Still need to fix this in  .'""",,,,,,,,,,,,,,,
octopress,913,closed,5,2013-01-03 01:14:51,0.22,,,1,"b""b' I most certainly will", thank you for the suggestion. In the mean time," I think the master branch should be fixed as it is the one referenced by the official docs and many other . Edit: we both posted at the same time.'""",,,,,,,,,,,,,
octopress,913,closed,6,2013-01-03 01:14:51,66.62,1,,,"b'b"" I just pushed a deletion to fix master. Thanks for catching that for me"," I\'m sorry for the run around.""'",,,,,,,,,,,,,,
octopress,913,closed,closed,2013-01-03 03:04:17,68.23,2,5,1,,,,,,,,,,,,,,,,
octopress,913,closed,-,-,-,2,5,1,,,,,,,,,,,,,,,,
octopress,915,closed,opened,2013-01-03 10:14:37,,,,,,,,,,,,,,,,,,,,
octopress,915,closed,title,2013-01-03 10:14:37,00:00,,1,,"b""b' 2.1 utc date in iso8601'""",,,,,,,,,,,,,,,
octopress,915,closed,body,2013-01-03 10:14:37,00:00,,1,,"b'b"" rake new_post and new_page now use UTC for the file name and dumps an full ISO 8601 datestamp in utc for date fieldrake update_dates adjusts existing dates in  to ISO format and UTC. it assumes they are in the current local timezone if it\'s ambiguous. optionally", a timezone can be specified._ has an additional entry for specifying a display offset used on site generation. There are two gotchas with this code. First, there\'s no easy way to deal with daylight savings time. I can do it with the [TZInfo]url  but that adds another dependency and may slow down site generation. Second, while the update_dates task adjusts dates within posts, it does not correct the date in the filename. I wasn\'t sure if changing filenames was wise or not," but ideally the date in the filenames would all be in UTC.""'",,,,,,,,,,
octopress,915,closed,1,2013-01-03 10:14:37,368.38,,1,,"b'b"" Hold off on this for a bit. I\'m working on an additional rake task to update post file names to solve the second gotcha above.""'",,,,,,,,,,,,,,,
octopress,915,closed,2,2013-01-03 10:14:37,22.73,,1,,"b'b"" So now one can run rake update_names to update the filenames of posts to utc after running rake update_dates. There\'s still the question of whether it\'s worth bringing in the TZInfo library in to handle daylight savings time.""'",,,,,,,,,,,,,,,
octopress,915,closed,3,2013-01-03 10:14:37,241.58,,1,,"b'b"" I forgot about \'updated\' in posts and pages", so I\'ve got that included in the rake task as well. I\'m playing around with the daylight savings time issue still. I\'ve got another branch that I\'m working on modifying to use the TZInfo library. I\'ll link to it when I get it finished," and if it\'s an acceptable solution I can merge it into the downstream of this pull request.""'",,,,,,,,,,,,,
octopress,915,closed,4,2013-01-03 10:14:37,182.35,,,1,"b'b"" So I\'ve got the TZInfo based branch going and you can see comparison to the octopress 2.1 branch here: url  I\'m not really sure I did this the right way as I\'m completely new to Jekyll. I\'m still playing with it but any advice on it would be very appreciated. Anywho", even without the TZInfo library," I think this is a bit of a better way of handling dates.""'",,,,,,,,,,,,,
octopress,915,closed,closed,2013-01-07 01:18:22,903.75,0,5,1,,,,,,,,,,,,,,,,
octopress,915,closed,5,2013-01-03 10:14:37,91.67,,1,,"b'b"" I\'m going to recreate this because apparently I can\'t follow directions and use git correctly. I\'ll be creating a new pull request with a branch that I\'ve properly managed.""'",,,,,,,,,,,,,,,
octopress,915,closed,reopened,2013-01-07 01:21:40,3.3,0,6,1,,,,,,,,,,,,,,,,
octopress,915,closed,closed,2013-01-07 01:21:50,0.17,0,6,1,,,,,,,,,,,,,,,,
octopress,915,closed,-,-,-,0,6,1,,,,,,,,,,,,,,,,
octopress,950,closed,opened,2013-01-17 04:45:14,,,,,,,,,,,,,,,,,,,,
octopress,950,closed,title,2013-01-17 04:45:14,00:00,,1,,"b""b' Mobile navigation menu select has its last option selected by default'""",,,,,,,,,,,,,,,
octopress,950,closed,body,2013-01-17 04:45:14,00:00,,1,,"b""b' Rather than  "," the last option in the mobile navigation select (typically  ) is the one that is getting as the default.'""",,,,,,,,,,,,,,
octopress,950,closed,1,2013-01-17 04:45:14,478.33,,,1,"b'b"" My site uses the current master and it seems fine: ![my site\'s nav bar]url ""'",,,,,,,,,,,,,,,
octopress,950,closed,2,2013-01-17 04:45:14,67.12,,1,,"b'b"" Closing: can\'t replicate.""'",,,,,,,,,,,,,,,
octopress,950,closed,closed,2013-02-13 13:50:41,545.45,0,3,1,,,,,,,,,,,,,,,,
octopress,950,closed,3,2013-01-17 04:45:14,170.48,,1,,"b""b' For whatever reason"," I still need that one line to get as the default on my mobile menu. Anyways...'""",,,,,,,,,,,,,,
octopress,950,closed,4,2013-01-17 04:45:14,14.02,,1,,"b""b' What  are you using?'""",,,,,,,,,,,,,,,
octopress,950,closed,5,2013-01-17 04:45:14,6.45,,1,,"b'b"" I did not publish the version out onto the web", so couldn\'t view it from a real mobile browser. Chrome on my Windows laptop (with plugin with option) is where I confirmed it doesn\'t work (with to  ). Here are the links ([one]url  and [two]url  to the sites where I had the issue. (They are both corrected now," but  I am still relying on that one line fix)""'",,,,,,,,,,,,,
octopress,950,closed,6,2013-01-17 04:45:14,149.8,,1,,"b""b' Pro tip: If you and your mobile device are connected to the same WiFi network", the mobile device can access the WEBrick server. Ex: or if you get the local IP," on your mobile device. :)'""",,,,,,,,,,,,,
octopress,950,closed,7,2013-01-17 04:45:14,18.75,1,,,"b""b' Ah! I know it and have used it a few time"," but had forgotten completely from within the octopress previewing context! Here is the manifestation of the issue: ![]url '""",,,,,,,,,,,,,,
octopress,950,closed,8,2013-01-17 04:45:14,149.02,1,,,"b'b"" So weird! Again", I can\'t replicate that," even in Chrome for iOS. I think I might just accept your change because it won\'t do anything but help this edge case it shouldn\'t damage anything on our side.""'",,,,,,,,,,,,,
octopress,950,closed,reopened,2013-02-13 22:19:26,508.75,2,7,1,,,,,,,,,,,,,,,,
octopress,950,closed,9,2013-01-17 04:45:14,26.57,,1,,"b'b"" For what it\'s worth", I\'m seeing the same problem," and was only able to fix it with the one-liner that I think you\'ve re-opened for.""'",,,,,,,,,,,,,
octopress,950,closed,10,2013-01-17 04:45:14,230.35,,,1,"b""b' @parkr: Sounds good. Also", two more fellow octopress-hackers (@marcliberatore, above & @jtwalters, [here]url  seems to have the issue as well. So time permitting," please apply 7b53014 to both and  . :+1: '""",,,,,,,,,,,
octopress,950,closed,closed,2013-02-15 01:23:05,183.65,2,8,2,,,,,,,,,,,,,,,,
octopress,950,closed,11,2013-01-17 04:45:14,1370.53,,,1,"b""b' @floydpink Merged into 2.1 and master. Cheers!'""",,,,,,,,,,,,,,,
octopress,950,closed,-,-,-,2,8,3,,,,,,,,,,,,,,,,
octopress,953,closed,opened,2013-01-17 17:09:58,,,,,,,,,,,,,,,,,,,,
octopress,953,closed,title,2013-01-17 17:09:58,00:00,,1,,"b'b"" fix mobile navigation menu and categories\' canonical link""'",,,,,,,,,,,,,,,
octopress,953,closed,body,2013-01-17 17:09:58,00:00,,,1,"b'b\' This fixes the issue #950 (Mobile navigation menu select has its last option selected by default)And thanks to @alexkirmse\\\'s [""hackish"" tweak]url  this fixes the issue #949 as well\''",,,,,,,,,,,,,,,
octopress,953,closed,1,2013-01-17 17:09:58,1183.03,,1,,"b'b"" Introduced 0e73a7c into master and 2.1 in:master: 510c6d602be599db76b3f840ae94236f90f06d7a2.1: 9254c233b95335d53b5fb62949315f965d7953fc Not sure why 7b53014 is useful yet though. I can\'t replicate.""'",,,,,,,,,,,,,,,
octopress,953,closed,2,2013-01-17 17:09:58,11.65,,,1,"b""b' @parkr: Makes sense. The mobile nav could have been just me and that version I had. I shall  7b53014 and see if it fixes it for me too"," with the latest version of master. Thanks for applying the other commit'""",,,,,,,,,,,,,,
octopress,953,closed,3,2013-01-17 17:09:58,45.17,,1,,"b""b' For sure. Closing this now :)'""",,,,,,,,,,,,,,,
octopress,953,closed,closed,2013-02-13 13:49:49,1239.85,0,3,2,,,,,,,,,,,,,,,,
octopress,953,closed,reopened,2013-02-15 01:22:31,692.7,0,3,2,,,,,,,,,,,,,,,,
octopress,953,closed,closed,2013-02-15 01:22:39,0.13,0,3,2,,,,,,,,,,,,,,,,
octopress,953,closed,-,-,-,0,3,2,,,,,,,,,,,,,,,,
octopress,1015,open,opened,2013-02-07 13:18:02,,,,,,,,,,,,,,,,,,,,
octopress,1015,open,title,2013-02-07 13:18:02,00:00,,1,,"b""b' Deploying to Github Pages'""",,,,,,,,,,,,,,,
octopress,1015,open,body,2013-02-07 13:18:02,00:00,,,1,"b'b"" I\'m working behind a firewall which allows me only http and https access to Internet.Following url  I get the following  it runs without problems if I insert  Bu then if I run it stucks at  I think this is because of SSH access being forbidden from my machine.Any help? Thank you""'",,,,,,,,,,,,,,,
octopress,1015,open,1,2013-02-07 13:18:02,134.55,1,,,"b'b"" We\'ve added support for this in our 2.1 branch"," but it may still be a bit shaky. Try it for us and see what happens?""'",,,,,,,,,,,,,,
octopress,1015,open,2,2013-02-07 13:18:02,62.28,1,,,"b'b"" I tried with a bare repository. After cloning url  I tracked your 2.1 branch with and returns Full trace is here Sorry but I know nothing about ruby so I cannot really understand what\'s going on. Installing gems with installed the following I am available to test again the whole thing"," just tell me what you need.Thank you""'",,,,,,,,,,,,,,
octopress,1015,open,closed,2013-02-07 23:27:59,609.95,2,1,1,,,,,,,,,,,,,,,,
octopress,1015,open,reopened,2013-02-07 23:28:20,0.35,2,1,1,,,,,,,,,,,,,,,,
octopress,1015,open,3,2013-02-07 13:18:02,1225.23,,1,,"b""b' I think I found the problem (see Google Groups)"," but I have no knowledge to write a patch.'""",,,,,,,,,,,,,,
octopress,1015,open,4,2013-02-07 13:18:02,113.12,,1,,"b""b' Got it. Problem is"," as you discovered:'""",,,,,,,,,,,,,,
octopress,1015,open,5,2013-02-07 13:18:02,1024.85,,,1,"b""b' The above issue can be solved just entering in  . This is not the best way to handle the case", however. It would be best to insert the above line, but commented And handle in Rakefile the case of empty file. Rakefile stops anyway because of undefined (used at line and  ).Moreover," I find help text from lines and a little inaccurate. Problems I spotted:perhaps the two addresses should be the sameis no more presentis now What do you think? Thanks'""",,,,,,,,,,,,
octopress,1015,open,6,2013-02-07 13:18:02,738.25,,,1,"b""b' I just fixed this! If the config file (YAML file) is empty"," returns  . It now returns when there are no configs present. Ref #1005.'""",,,,,,,,,,,,,,
octopress,1015,open,closed,2013-02-11 20:16:20,1248.0,2,3,3,,,,,,,,,,,,,,,,
octopress,1015,open,7,2013-02-07 13:18:02,663.7,,,1,"b""b' Thank you.It still does not work because of the issue. See the above comment.'""",,,,,,,,,,,,,,,
octopress,1015,open,reopened,2013-02-12 15:07:50,1131.5,2,3,4,,,,,,,,,,,,,,,,
octopress,1015,open,8,2013-02-07 13:18:02,981.57,,1,,"b'b"" The pull request above should fix this issue with the undefined variable. I\'ve also changed the comments with your suggestions @lgiordani ""'",,,,,,,,,,,,,,,
octopress,1015,open,9,2013-02-07 13:18:02,1028.4,,1,,"b'b"" There\'s still stuff that\'s going to cause problems this part of the code. [This line in the task]url  is loading explicitly the user\'s file", and then on the next line setting the url to a generated URL ([defined here]url  That means that the most current case (the default), where the user hasn\'t yet copied to  , is going to be  ," because we\'re not loading which contains the default value that we\'re checking against.""'",,,,,,,,,,,
octopress,1015,open,10,2013-02-07 13:18:02,86.53,,,1,"b'b"" I think this has already been solved by @parkr with #1005.Branch 2.1 already contains an empty which now does not need to be replaced by a copy of  . However I understand the issue pointed by @gkarekinian. Why do both and contain the same flag?I think that probably is meant to stay there untouched (as a default", indeed), while other files in should overwrite its values. What is the point of this way? The only reason I see is to isolate the different parts of the old to allow a simpler customization. I\'m not totally sure that this is a good thing, however. Parker," can you clarify the purpose and structure of the new config system? Thanks""'",,,,,,,,,,,
octopress,1015,open,11,2013-02-07 13:18:02,1296.25,,,1,"b'b"" I have been struggling to set up a brand new clone off of 2.1 as well", for the past few days (and hence #1006).Apart from the above findings," it also seemed to me that the branch itself needs to be called \'master\' rather than \'2.1\' for \'setup_github_pages\' to configure the \'deploy\' correctly.  Can someone please explain how to setup \'2.1\' from scratch? Thanks""'",,,,,,,,,,,,,
octopress,1015,open,12,2013-02-07 13:18:02,1025.05,,,1,"b'b"" @lgiordani The new configuration setup is meant to offer flexibility with plugins and their configurations and reduce merge conflicts. By having a user-defined set of configs ( ) paired with defaults", we have more flexibility to update plugins and themes more easily. When we release the next version, we\'ll write about it. @gkarekinian I think contains a nonsensical config that would have the same outcome as loading nothing. Should work fine unless I\'m overlooking something. @floydpink On your clone," check out master and merge 2.1 into it. Then run the rake task and you should be ok!""'",,,,,,,,,,,,
octopress,1015,open,13,2013-02-07 13:18:02,320.75,,,1,"b'b"" So", I just merged 2.1 into master, (on a brand new clone of master) then tried this. I tried it without editing anything and that failed. So I added a line and ran again," and still got an error. So I copied the entire file over to and filled in all the values and it\'s still saying >rake aborted!""'",,,,,,,,,,,,
octopress,1015,open,14,2013-02-07 13:18:02,1109.45,,1,,"b'b"" I\'m taking a look at this now.""'",,,,,,,,,,,,,,,
octopress,1015,open,15,2013-02-07 13:18:02,1374.8,,1,,"b""b' Let me know if this works better for you now.'""",,,,,,,,,,,,,,,
octopress,1015,open,16,2013-02-07 13:18:02,745.67,,1,,"b'b"" I followed the steps @PogiNate mentioned (clone master then merge 2.1) but my issue is with this new config structure. It isn\'t making any sense to me. What I did:A fresh clone then mergethen  Edit the file adding my usernameThe blog is generated correctly but no Pinboard data is displayed. The includes as expected (I just enterd dummy text on the page) but the feed is never displayed. I tested this with Github too but I think the problem is in how it\'s calling for the config settings. The start of references  . If I add to then it displays the HTML. So if only takes values that were used in 2.0 (they all seem to work) then what are all the files in the directory for? Also"," I get missing JS errors for and  . There are coffeescript files for these but no JS is generated. The only JS files that appear in the public folder after generating are:  The js includes in the html header don\'t seem to match up with the assets available.""'",,,,,,,,,,,,,,
octopress,1015,open,17,2013-02-07 13:18:02,861.68,,,1,"b""b' I discovered that if I just run and use the  ... address it works just fine. If I try to run the rake task with the  ... address it fails. However"," if I run the setup task and then change the git setup after the fact to the path then works just fine.'""",,,,,,,,,,,,,,
octopress,1015,open,-,-,-,2,8,9,,,,,,,,,,,,,,,,
octopress,1093,open,opened,2013-03-04 03:33:30,,,,,,,,,,,,,,,,,,,,
octopress,1093,open,title,2013-03-04 03:33:30,00:00,,1,,"b""b' Octopress Improvement for mutiple themes.'""",,,,,,,,,,,,,,,
octopress,1093,open,body,2013-03-04 03:33:30,00:00,,,1,b'b\' Hey, I just started using Octopress and so far," I love it. But trying to have multiple ""themes"" for it had become quite difficult for me. Bare in mind that I have NO Ruby skills at all", but I\\\'m in the web development business for more than 10 years, so... I understand that for Jekyll to generate the site," the _posts and _pages directories must be within the ""source"" dir", but my first problem came with command, because it copies source to ," but it ""forgets"" to copy back  to ... so", if I just happen to run again that command," all my posts now on  get deleted. Not cool. So I\\\'ve been touching so and create those files in _posts and _pages in the same directory level than ""source"". Now", my question... What do you recommend to do? That I those dirs inside source, so Jekyll get to find them at  , and  ? Or should I copy those dirs inside source? Anyhow, shouldn\\\'t this be a cool feature for Octopress to support? That no matter how many themes you have on and no matter how many times you call  , but you _posts and _pages will always be safe? \''
octopress,1093,open,closed,2013-03-04 03:43:18,9.8,0,1,1,,,,,,,,,,,,,,,,
octopress,1093,open,reopened,2013-03-04 11:16:02,452.73,0,1,1,,,,,,,,,,,,,,,,
octopress,1093,open,1,2013-03-04 03:33:30,463.05,,1,,"b""b' Did you close this because you found it to be fixed? Which branch were you using?'""",,,,,,,,,,,,,,,
octopress,1093,open,2,2013-03-04 03:33:30,518.12,,,1,b'b\' Hey Parkr. I closed the Issue because I noticed that Octopress preserves the _posts dir plus all the other page-related directories when you perform a  . But I guess it makes sense to reopen it because this source_update actually copies directories inside the source directory," instead of a ""clean copy"". If I happen to use two or three themes", I\\\'ll end up having all the files from those  themes in my sources directory. So," wouldn\\\'t be better if ""_posts"" and ""_pages"" directories are outside the ""source"" directory and every time we want to do a ""source_update""", we can clean the source directory, copy inside the new theme source," copy inside the ""_pages"" and the"," copy or have symlinked the ""_posts"" directories?  Yesterday night I\\\'ve modified the Rakefile to do exactly this and I\\\'m pretty happy with it", although my ruby skills are non-existant, It seemed pretty straight foward. But before submitting a Pull Request," I\\\'m asking... Is this a nice ""feature"" to have? \''",,,,,
octopress,1093,open,3,2013-03-04 03:33:30,858.65,,1,,"b""b' The same goes to favicon and such. They deserve a more dedicated place to be stored and no octopress update or particular theme updates shall  them. The options could be:1. rake job back up on the fly and restore after updating (for both theme installation and octopress update)2. Design a permanent location for these to be placed and make rake  look for these locations first"," then fallback to the conventional place(s) if those resources do not make an appearance.'""",,,,,,,,,,,,,,
octopress,1093,open,4,2013-03-04 03:33:30,986.33,,1,,"b'b"" The problem is that we don\'t know what files are your and which are ours. Octopress allows you to make all the modifications you wish in the source. If you install a new theme", you start fresh. If we were database-driven," it\'d be easier to separate content and themes.""'",,,,,,,,,,,,,
octopress,1093,open,-,-,-,0,4,2,,,,,,,,,,,,,,,,
octopress,1110,closed,opened,2013-03-09 03:12:24,,,,,,,,,,,,,,,,,,,,
octopress,1110,closed,title,2013-03-09 03:12:24,00:00,,1,,"b""b' minor typo at end of // page'""",,,,,,,,,,,,,,,
octopress,1110,closed,body,2013-03-09 03:12:24,00:00,,1,,"b""b' Definitely not urgent'""",,,,,,,,,,,,,,,
octopress,1110,closed,1,2013-03-09 03:12:24,911.98,,,1,"b'b"" Great catch! We\'re actually using the site2.1 branch for site stuff"," I think. Maybe @imathis can point you in the right direction?""'",,,,,,,,,,,,,,
octopress,1110,closed,closed,2013-03-09 18:25:51,913.45,0,2,1,,,,,,,,,,,,,,,,
octopress,1110,closed,2,2013-03-09 03:12:24,11.75,,,1,"b""b' Thanks!  I will see if I can find it on the site2.1 branch...'""",,,,,,,,,,,,,,,
octopress,1110,closed,reopened,2013-03-09 18:57:14,31.38,0,2,2,,,,,,,,,,,,,,,,
octopress,1110,closed,3,2013-03-09 03:12:24,24.3,,1,,"b'b"" Just checked with @imathis and it looks like he\'s been using the branch.""'",,,,,,,,,,,,,,,
octopress,1110,closed,closed,2013-03-09 19:00:26,3.2,0,3,2,,,,,,,,,,,,,,,,
octopress,1110,closed,-,-,-,0,3,2,,,,,,,,,,,,,,,,
octopress,1123,open,opened,2013-03-14 05:40:14,,,,,,,,,,,,,,,,,,,,
octopress,1123,open,title,2013-03-14 05:40:14,00:00,,1,,"b""b' Possible ie8 rendering issue'""",,,,,,,,,,,,,,,
octopress,1123,open,body,2013-03-14 05:40:14,00:00,,1,,"b'b"" For me that is"," an uncustomised new octopress site renders \'broken\' in ie8.(not that I actually use ie8 myself....)""'",,,,,,,,,,,,,,
octopress,1123,open,1,2013-03-14 05:40:14,263.52,,1,,"b""b' Can you please post a screenshot?'""",,,,,,,,,,,,,,,
octopress,1123,open,2,2013-03-14 05:40:14,893.03,,,1,"b""b' Can do. See these:Generated using ie9 with browser mode set to ie8 on a windows7 vm: ![ie8mode]url Ok in ie9: ![ie9mode]url '""",,,,,,,,,,,,,,,
octopress,1123,open,closed,2013-03-15 00:56:47,1156.55,0,3,1,,,,,,,,,,,,,,,,
octopress,1123,open,reopened,2013-03-15 00:57:20,0.55,0,3,1,,,,,,,,,,,,,,,,
octopress,1123,open,3,2013-03-14 05:40:14,644.45,,,1,"b'b"" Good to know. I don\'t know how @imathis feels about supporting IE 8"," but I\'m not that concerned about it. Is a large portion of your visitor population on IE8?""'",,,,,,,,,,,,,,
octopress,1123,open,4,2013-03-14 05:40:14,695.7,,1,,"b'b"" No problem.  I checked IE8 visits for my site for the last year and its approx 1% forme. So no", not a high priority for me at the moment either. Just thought I\'d flag it as it seems to be a recent change. On Fri, Mar 15, 2013 at 7:41 PM," Parker Moore notifications@:""'",,,,,,,,,,,
octopress,1123,open,5,2013-03-14 05:40:14,1086.03,,,1,"b'b"" Awesome"," we\'ll take a look. Is this with the master branch or with 2.1?""'",,,,,,,,,,,,,,
octopress,1123,open,6,2013-03-14 05:40:14,378.27,,,1,"b""b' This was in the master branch. Thanks.'""",,,,,,,,,,,,,,,
octopress,1123,open,-,-,-,0,4,4,,,,,,,,,,,,,,,,
octopress,1166,closed,opened,2013-03-31 20:09:29,,,,,,,,,,,,,,,,,,,,
octopress,1166,closed,title,2013-03-31 20:09:29,00:00,,1,,"b""b' Code block plugin incorrectly extacts lang: parameter'""",,,,,,,,,,,,,,,
octopress,1166,closed,body,2013-03-31 20:09:29,00:00,,1,,"b'b\' According to the [Pygments Available lexers]url  page to highlight ""C# within  pages"" we can use short name. As I understood code block plugin supports lexer short name using parameter. And there should be no issues with following code block: When generating using following error occurs: As you can see current regular expression ( ) in ( lines 59", 61) does not take into account possible dash in parameter. To fix the bug it should be replaced with  .\'',,,,,,,,,,,,,,
octopress,1166,closed,closed,2013-04-01 13:36:06,1046.62,0,2,0,,,,,,,,,,,,,,,,
octopress,1166,closed,1,2013-03-31 20:09:29,1412.88,,1,,"b""b' Why was this issue closed? Did you find that this fix was no longer necessary or problematic?'""",,,,,,,,,,,,,,,
octopress,1166,closed,2,2013-03-31 20:09:29,64.38,,1,,"b'b\' I was searching the ways of how to attach a ""patch"" for this issue (actually this is a first time I\\\'m trying to participate on github) and created a pull request url  That is why I thought I should close this issue since there are two exact duplicates now of the issue one here and one in pull request.The issue is still valid and should be fixed. So if you think I should keep it opened I will reopen it.\''",,,,,,,,,,,,,,,
octopress,1166,closed,3,2013-03-31 20:09:29,675.28,,1,,"b""b' I am getting this same error but just trying to use  '""",,,,,,,,,,,,,,,
octopress,1166,closed,4,2013-03-31 20:09:29,1400.72,,1,,"b'b"" Same error here. Can\'t block code anything"," the output says the error is in pygments_:27""'",,,,,,,,,,,,,,
octopress,1166,closed,5,2013-03-31 20:09:29,16.48,,1,,"b'b"" I fixed this by updating rubypython and removing the fix...  Don\'t forget to update your  .""'",,,,,,,,,,,,,,,
octopress,1166,closed,6,2013-03-31 20:09:29,13.18,1,,,"b'b"" rubypython? I don\'t have rubypython in the Gemfile :/""'",,,,,,,,,,,,,,,
octopress,1166,closed,reopened,2013-04-09 08:17:39,1121.55,1,7,0,,,,,,,,,,,,,,,,
octopress,1166,closed,7,2013-03-31 20:09:29,379.18,,1,,"b'b"" @jasonwryan Why do you think removing fixes this? This is necessary for folks who have python3 installed since RubyPython doesn\'t yet support v3.""'",,,,,,,,,,,,,,,
octopress,1166,closed,closed,2013-04-09 14:17:49,360.17,1,8,0,,,,,,,,,,,,,,,,
octopress,1166,closed,8,2013-03-31 20:09:29,251.85,1,,,"b""b' @imathis I am running python3 (on Arch) and", after updating rubypython having the hack threw separate errors," so I removed it and can now generate without complaint. I _assumed_ that the newer rubypython addressed this use case...'""",,,,,,,,,,,,,
octopress,1166,closed,9,2013-03-31 20:09:29,258.73,,,1,"b'b"" @jasonwryan Interesting. That hack was added because folks with Python 3 couldn\'t get pygments working with RubyPython. This is an area where I\'m not too knowledgeable.""'",,,,,,,,,,,,,,,
octopress,1166,closed,10,2013-03-31 20:09:29,1359.65,,1,,"b'b\' I am also using Arch and getting the same ""Liquid Exception: Pygments can\\\'t parse unknown language"". Why is this issue again closed? Is there a fix I am not aware of?\''",,,,,,,,,,,,,,,
octopress,1166,closed,11,2013-03-31 20:09:29,201.82,,1,,"b""b' @greenify It may be an issue with the version of Python the gem is pointing too", you may want to check that out. I had this issue," and had to update which version of Python the Pygments gem was pointing too.'""",,,,,,,,,,,,,
octopress,1166,closed,12,2013-03-31 20:09:29,1366.77,,,1,"b""b' Hi", thanks for you reply. Somehow I must have changed the wrong . This fixed this issue: Is their a plan how we can prevent other users from running into this issue?Even if my pull request url  gets accepted," we still have to use an old version of ?  '""",,,,,,,,,,,,,
octopress,1166,closed,-,-,-,2,10,2,,,,,,,,,,,,,,,,
octopress,1170,open,opened,2013-04-01 13:20:43,,,,,,,,,,,,,,,,,,,,
octopress,1170,open,title,2013-04-01 13:20:43,00:00,,1,,"b""b' Stack trace when necessary parameters like URL omitted in configuration file '""",,,,,,,,,,,,,,,
octopress,1170,open,body,2013-04-01 13:20:43,00:00,,1,,"b'b"" When invoking  ", I saw this stack trace: ... all because I didn\'t set the field in my (I didn\'t understand what it\'s needed for). This is an unhelpful and grandiosely disproportionate error response," so I suggest that the be validated before Liquid gets a value.""'",,,,,,,,,,,,,
octopress,1170,open,1,2013-04-01 13:20:43,366.98,,1,,"b""b' That would be more of a Jekyll thing. Same error with 2.1?'""",,,,,,,,,,,,,,,
octopress,1170,open,2,2013-04-01 13:20:43,974.62,,1,,"b'b"" Ah"," you\'re right there. Maybe I\'ll stick the issue in Jekyll instead.""'",,,,,,,,,,,,,,
octopress,1170,open,closed,2013-04-02 11:42:19,1341.6,0,4,0,,,,,,,,,,,,,,,,
octopress,1170,open,3,2013-04-01 13:20:43,400.45,,1,,"b'b"" Hm I don\'t think I was in the right mind yesterday \\xe2\\x80\\x93 definitely doesn\'t seem like a jekyll thing. line 123 of octopress filters might shed light on this.""'",,,,,,,,,,,,,,,
octopress,1170,open,reopened,2013-04-16 15:26:11,223.87,0,5,0,,,,,,,,,,,,,,,,
octopress,1170,open,-,-,-,0,5,0,,,,,,,,,,,,,,,,
octopress,1183,closed,opened,2013-04-05 14:05:28,,,,,,,,,,,,,,,,,,,,
octopress,1183,closed,title,2013-04-05 14:05:28,00:00,,1,,"b""b' rake  goes wrong with jekyll '""",,,,,,,,,,,,,,,
octopress,1183,closed,body,2013-04-05 14:05:28,00:00,1,,,"b'b"" I thought it was related to this issue in jekyll:url  there is always I had change the Gemfile and update jekyll 1.0.0.beta3",but there is no  and jekyll beta didn\'t work well with these gems came with Octopress :-( I ran in my Octopress directory: a NoMethodError at :73," the var get no name method.""'",,,,,,,,,,,,,
