REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,51,2012-06-05 20:21:16,251.67,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,52,2012-06-05 20:21:16,355.47,,1,,"b""b' +1 for fa-pallete'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,53,2012-06-05 20:21:16,1248.88,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,54,2012-06-05 20:21:16,761.6,1,,,"b'b\' +1 for fa-palette with the ""simpler version"" of tagliala new in Font Awesome and really sorry to read the hard discussions about this icon >_happy to see the new milestone added few day before ;-)\''",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,55,2012-06-05 20:21:16,667.35,,1,,"b""b' +1 for pallete'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,56,2012-06-05 20:21:16,464.03,,1,,"b""b' +1 for palette'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,57,2012-06-05 20:21:16,502.8,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,58,2012-06-05 20:21:16,737.0,,1,,"b""b' :+1: '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,59,2012-06-05 20:21:16,603.4,,1,,"b""b' +1 for palette'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,60,2012-06-05 20:21:16,903.4,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,61,2012-06-05 20:21:16,1281.23,,1,,"b""b' +1 for palette'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,62,2012-06-05 20:21:16,47.62,,,1,"b""b' +1 for palette!'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,63,2012-06-05 20:21:16,9.92,,1,,"b""b' +1 for palette'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,64,2012-06-05 20:21:16,1243.27,,1,,"b""b' +1 for palette'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,65,2012-06-05 20:21:16,1077.97,,1,,"b""b' +1 for palette'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,66,2012-06-05 20:21:16,1369.57,,1,,"b""b' +1 for palette"," used fa-tint in the meantime :)'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,67,2012-06-05 20:21:16,1353.3,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,68,2012-06-05 20:21:16,477.98,,,1,"b""b' +1 for or (the version with a brush is better for us). Thanks'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,69,2012-06-05 20:21:16,184.12,,1,,"b""b' crevete: brush is already there. This is about palette.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,70,2012-06-05 20:21:16,193.72,,1,,"b'b"" @ivanjaros No I\'m not talking about  ", but an icon with PALETTE + BRUSH," like this : ""'",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,71,2012-06-05 20:21:16,635.18,,1,,"b""b' +1 for  '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,72,2012-06-05 20:21:16,383.35,,1,,"b""b' :+1:  for  '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,73,2012-06-05 20:21:16,1429.2,,1,,"b""b' +1 for fa-palette '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,74,2012-06-05 20:21:16,705.07,,1,,"b""b' :+1:  for fa-palette'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,75,2012-06-05 20:21:16,1168.82,,1,,"b""b' +1 for fa-palette (no brush)'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,76,2012-06-05 20:21:16,731.78,,1,,"b""b' +1 for palette without brush. ( url  ) before this will be implemented"," eyedropper does it too meanwhile.'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,77,2012-06-05 20:21:16,441.23,,1,,"b""b' +1 for palette w/o brush'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,78,2012-06-05 20:21:16,229.7,,1,,"b""b' +1 for fa-palette (no brush)'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,79,2012-06-05 20:21:16,972.68,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,80,2012-06-05 20:21:16,190.7,,1,,"b""b' +1 Like these two. url url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,81,2012-06-05 20:21:16,122.28,,1,,"b""b' +1 fa-palette-brush'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,82,2012-06-05 20:21:16,149.98,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,83,2012-06-05 20:21:16,1281.68,,1,,"b""b' +1 '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,84,2012-06-05 20:21:16,300.8,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,85,2012-06-05 20:21:16,620.28,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,86,2012-06-05 20:21:16,712.08,,,1,"b""b' +1 x 100000000 for fa-palette '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,87,2012-06-05 20:21:16,655.95,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,88,2012-06-05 20:21:16,435.13,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,89,2012-06-05 20:21:16,99.43,,1,,"b""b' +1 for fa-palette :+1: '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,90,2012-06-05 20:21:16,117.55,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,91,2012-06-05 20:21:16,1304.62,,1,,"b""b' still not here?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,92,2012-06-05 20:21:16,1366.02,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,93,2012-06-05 20:21:16,1033.22,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,94,2012-06-05 20:21:16,522.95,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,95,2012-06-05 20:21:16,874.12,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,96,2012-06-05 20:21:16,544.97,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,97,2012-06-05 20:21:16,1276.95,,1,,"b""b' +1 for fa-palette'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,98,2012-06-05 20:21:16,1327.0,,1,,"b""b' +1 need this'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,99,2012-06-05 20:21:16,146.03,,,1,"b""b' Tbh I think this would be a good addition as well as paint brush and eye dropper if possible. +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,100,2012-06-05 20:21:16,98.75,,1,,"b""b' 4 years.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,101,2012-06-05 20:21:16,201.23,,1,,"b""b' Is there a pull request related to this icon?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,102,2012-06-05 20:21:16,1381.7,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,103,2012-06-05 20:21:16,80.43,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,104,2012-06-05 20:21:16,206.4,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,105,2012-06-05 20:21:16,918.9,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,106,2012-06-05 20:21:16,322.7,,,1,"b'b\' Maybe add fa-palette as an alias to fa-paint-brush until a new palette icon is created?  Some of the confusion is doing a search for ""palette"" with no results (that was my confusion).  fa-paint-brush or fa-eyedropper will work fine in most situations.\''",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,107,2012-06-05 20:21:16,1434.05,,1,,"b""b' +1 for fa-palette  One without a brush would be better in my opinion'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,108,2012-06-05 20:21:16,613.35,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,109,2012-06-05 20:21:16,784.55,,1,,"b""b' +1 for fa-palette  One without a brush would be better in my opinion'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,110,2012-06-05 20:21:16,1251.63,,1,,"b""b' Related Unicode emoji: #222  [\\xf0\\x9f\\x8e\\xa8 U+1F3A8]url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,111,2012-06-05 20:21:16,1134.4,,1,,"b""b' +1 '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,112,2012-06-05 20:21:16,90.65,,1,,"b""b' +1 for fa-palette Agree with @tonytopper and @mcwebdev for palette without brush'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,113,2012-06-05 20:21:16,1228.07,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,114,2012-06-05 20:21:16,748.3,,1,,"b""b' +1.  Since 2012 and still not in? :/'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,115,2012-06-05 20:21:16,1382.43,,1,,"b""b' Palette", and palette with brush please (i.e.," two palette icons).'""",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,116,2012-06-05 20:21:16,388.35,,1,,"b""b' +1 for fa-palette'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,117,2012-06-05 20:21:16,998.3,,1,,"b""b' +1 for fa-palette & fa-pallete-brush icons  When are these going to release?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,118,2012-06-05 20:21:16,1206.0,,1,,"b""b' :+1: '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,119,2012-06-05 20:21:16,1333.15,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,120,2012-06-05 20:21:16,588.4,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,121,2012-06-05 20:21:16,575.78,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,122,2012-06-05 20:21:16,378.47,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,123,2012-06-05 20:21:16,225.62,1,,,"b'b"" I\'m beginning a campaign", giving away the top requests for FA icons for free, open source. You can incorporate them in a number of ways: generating another icon font, svg set, or (my preference) [compiling]url  all FA and third party icons into a single file.  [The color palette icon is here]url Previous ones were [moderator]url [discord]url  [coins]url  [Google Play]url [thin Close]url  [walking man]url  [t-shirt]url  [Xbox]url  [Nintendo Wii U]url  [Nintendo]url  [PlayStation]url  [Facebook messenger]url  and [Line]url  icons.  Please let me know if you want me keep going these icon requests, or compile some upgrade file," or how should we do it? ""'",,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,124,2012-06-05 20:21:16,809.63,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,125,2012-06-05 20:21:16,1235.82,,1,,"b'b"" I see everyone adding a +1 comment. Don\'t the directions say to add a \\xf0\\x9f\\x91\\x8d reaction to the original request"," and not comment +1?""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,126,2012-06-05 20:21:16,64.3,,1,,"b'b"" I guess with requests this popular you\'re bound to have those who don\'t read directions.""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,127,2012-06-05 20:21:16,733.02,,,1,"b""b'  \\xf0\\x9f\\x91\\x8d ![61092]url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,128,2012-06-05 20:21:16,12.75,1,,,"b'b"" Oh \'t believe this threat dates from 2012! Nonetheless... +1""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,129,2012-06-05 20:21:16,468.9,,1,,"b""b'  GitHub released reactions in March of 2016. Most of the comments in this thread predate that.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,130,2012-06-05 20:21:16,413.13,,1,,"b""b' Is this gone or it was never done?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,131,2012-06-05 20:21:16,309.8,,,1,"b""b' +1 for a fa-palette ! Really???... this request is 5 years old now!!!...?  '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,132,2012-06-05 20:21:16,1385.93,,1,,"b'b"" And there\'s no thumbs up on mobile so +1 is the best I can do. Wait"," does this :thumbs-up: work? ""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,133,2012-06-05 20:21:16,538.5,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,134,2012-06-05 20:21:16,701.43,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,135,2012-06-05 20:21:16,1420.5,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,136,2012-06-05 20:21:16,11.78,,,1,"b""b' ![84]url  '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,137,2012-06-05 20:21:16,739.8,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,138,2012-06-05 20:21:16,154.9,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,139,2012-06-05 20:21:16,815.62,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,140,2012-06-05 20:21:16,192.57,,1,,"b""b' This is coming soon :)'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,141,2012-06-05 20:21:16,82.67,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,142,2012-06-05 20:21:16,60.33,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,closed,2018-05-10 20:59:45,766.38,9,116,19,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,244,closed,-,-,-,9,116,19,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,261,open,opened,2012-06-09 22:40:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,261,open,title,2012-06-09 22:40:02,00:00,,1,,"b""b' Icon request: Pinboard'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,261,open,body,2012-06-09 22:40:02,00:00,1,,,"b'b\' The ""Anti-Social"" Bookmarking site: url \''",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,261,open,1,2012-06-09 22:40:02,302.62,,,1,"b'b"" there\'s actually a pushpin icon :-)""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,261,open,2,2012-06-09 22:40:02,1267.65,,1,,"b""b' Yeah"," just use the pushpin icon for now.'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,261,open,closed,2013-03-29 00:50:18,130.27,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,261,open,3,2012-06-09 22:40:02,1176.48,,,1,"b""b' Would love to see the actual slanted branded version though.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,261,open,4,2012-06-09 22:40:02,97.68,,1,,"b""b' reopening for tracking purposes'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,261,open,reopened,2014-05-14 22:04:28,1274.17,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,261,open,5,2012-06-09 22:40:02,783.6,,,1,"b""b' I would still love this.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,261,open,-,-,-,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,opened,2012-06-18 15:19:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,title,2012-06-18 15:19:17,00:00,,1,,"b""b' Icon request: icon-mute (icon-volume-mute)'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,body,2012-06-18 15:19:17,00:00,,,1,"b""b' As opponent button to icon-headphones or icon-music. Some inspirations: url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,1,2012-06-18 15:19:17,1422.37,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,2,2012-06-18 15:19:17,602.77,,1,,"b""b' Adding to 3.1.0.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,3,2012-06-18 15:19:17,1185.18,,1,,"b""b' Oversight on my part. This one already covers it:url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,closed,2013-04-10 20:49:37,330.33,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,4,2012-06-18 15:19:17,327.75,,,1,"b'b"" Not exactly. Mute has a different purpose than a volume control. How the HTML5 media element works might be a good example of this. Whether something is muted", and whether it has zero volume is different. Youtube makes it seem like they\'re the same since when you drag the volume to zero it looks the same as muted," but you can still click the volume icon to . And they still have the extra icon with the X next to it.""'",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,5,2012-06-18 15:19:17,664.12,,,1,"b""b' agreeing with @heff and reopening this one. mute != volume off'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,reopened,2013-07-09 13:21:28,991.85,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,6,2012-06-18 15:19:17,177.97,,,1,"b""b' Thanks for reopening. [ 4.0]url  now uses font icons"," and this is the last one we need (now that CC is in there) to use font awesome over a custom font.'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,7,2012-06-18 15:19:17,107.65,,,1,"b'b"" You\'re welcome but I\'m only an issue tracker man :)""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,8,2012-06-18 15:19:17,355.52,,1,,"b""b' +1  Mute is necesary.  Just like the icon-volume-off but with an X or an crossed out circle.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,9,2012-06-18 15:19:17,814.1,,1,,"b""b' Comparison shows that glyphicons uses the  : url  so volume-off = volume-mute = speaker with xand the actual volume-off should be renamed to something like ?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,10,2012-06-18 15:19:17,139.6,,,1,"b'b\' +1!  The current volume-off that is just a speaker with no soundwaves is too generic to really represent ""mute"".  A plain speaker such as this could mean open audio settings", volume control," etc. For ""mute""", it could be speaker with x as others have suggested, but I would prefer a speaker with a slash," similar to the icons for fa-microphone-slash url  and fa-eye-slash url The icon could simply be named ""volume-slash"""," and ""volume-mute"" could possibly be an alias.\''",,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,11,2012-06-18 15:19:17,364.27,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,12,2012-06-18 15:19:17,1321.18,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,13,2012-06-18 15:19:17,955.6,,1,,"b'b"" +1 speaker with \'x\' and a speaker with 2 waves.""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,14,2012-06-18 15:19:17,567.3,,1,,"b""b' +1 speaker with a slash (like fa-bell-slash)'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,15,2012-06-18 15:19:17,1264.37,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,16,2012-06-18 15:19:17,435.53,,1,,"b""b' +1url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,17,2012-06-18 15:19:17,1120.1,,1,,"b'b"" +1been 2 years and something suitable hasn\'t been added?""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,18,2012-06-18 15:19:17,595.55,,1,,"b""b' +1"," need mute icon please'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,19,2012-06-18 15:19:17,177.52,,1,,"b""b' +1"," Mute button needed.'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,20,2012-06-18 15:19:17,69.1,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,21,2012-06-18 15:19:17,619.45,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,22,2012-06-18 15:19:17,158.52,,,1,"b""b' Such a long thread but no one has gotten to the point!  **You just need a  .**  That would be super handy.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,23,2012-06-18 15:19:17,242.98,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,24,2012-06-18 15:19:17,695.4,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,25,2012-06-18 15:19:17,41.95,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,26,2012-06-18 15:19:17,978.17,,,1,"b'b"" +1 I\'d also like to raise another issue related to this: . I\'m not sure if this has been discussed in regards to other icons. I personally think the current and icons need to have spacing to the right build into the glyph itself. Imagine toggling between off state. You\'d use and as the two states. The icon would then jump inside of the button because of different widths (assuming they\'d be centered inside of the button). To sum it up: all three (or then four) volume icons should have the same width. When stacking them on top of each other the speakers should align. I don\'t see any workaround to get this done with CSS"," as the the different widths of the glyph are basically magic numbers. Checkout this demo url  ![screenshot from 2015-03-15 09 00 30]url  Related: url ""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,27,2012-06-18 15:19:17,210.48,,1,,"b""b'   should do the job: url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,28,2012-06-18 15:19:17,14.0,1,,,"b'b"" It does for this special case. I\'m using this CSS for all kinds of buttons with icons and I want them to be centered. E.g. for a close-button looks stupid with text-align:left Anyway"," let\'s not spam this thread as we\'re notifying tons of people.""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,29,2012-06-18 15:19:17,501.78,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,30,2012-06-18 15:19:17,1354.95,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,31,2012-06-18 15:19:17,28.13,,,1,"b""b' +1 we definitely need an fa-volume-slash or fa-volume-mute! Would be nice if it was slash to match fa-microphone-slash.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,32,2012-06-18 15:19:17,1146.43,,1,,"b""b' +1. Any update on this?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,288,closed,33,2012-06-18 15:19:17,16.17,,1,,"b'b\' I was able to make a decent muted icon by combining \\\'volume-off\\\' and \\\'times\\\' [span class=""alignright""][i class=""fa fa-microphone-slash fa-lg""][/i][span class=""fa-stack""][i class=""fa fa-volume-off fa-lg""][/i][i class=""fa fa-times""][/i></span][/span] .alignright {float: right;}\''",,,,,,,,,,,,,,,,,,,,,,,
