REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,399,open,5,2016-04-20 14:22:23,84.53,,1,,"b'b"" count_ is decremented in the callback\\xe2\\x80\\x99s cancelTimeoutImpl.  Assuming the logic is correct to invoke cancel on all pending timeouts", count_ should get back to 0.  Do you have a simple repro for this? From: Fabbree Date: Wednesday, April 20," 2016 at 4:44 PMTo:  Subject: Re: [] Fix for HHWheelTimer assert-fails when destroy() happens after cancel\\xe2\\x80\\xa6 (#399) In my understanding it should but currently it doesn\'t (count_ is not written) . \\xe2\\x80\\x94You are receiving this because you commented.Reply to this email directly or view it on GitHuburl ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,399,open,-,-,-,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,opened,2016-05-18 12:59:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,title,2016-05-18 12:59:39,00:00,,1,,"b""b' Build failure with  1.61'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,body,2016-05-18 12:59:39,00:00,,1,,"b'b"" When building hhvm against boost 1.61", folly fails to compile with the below error.According to url  fcontext_t is no longer part of the public api. [  5%] Building CXX object third-In file included from /-:26:0,       from /inl.h:16,       from /-:191,       from /-:16:/-:38:41: error: \\xe2\\x80\\x98fcontext_t\\xe2\\x80\\x99 in namespace \\xe2\\x80\\x98boost::context\\xe2\\x80\\x99 does not name a type using ContextStruct = boost::context::fcontext_t;               ^/-:56:3: error: \\xe2\\x80\\x98ContextStruct\\xe2\\x80\\x99 does not name a type ContextStruct context_; ^/-:64:41: error: \\xe2\\x80\\x98folly::fibers::FContext::ContextStruct\\xe2\\x80\\x99 has not been declared jumpContext(FContext\\\\* oldC, FContext::ContextStruct\\\\* newC, intptr_t p);               ^/-:66:25: error: \\xe2\\x80\\x98folly::fibers::FContext::ContextStruct\\xe2\\x80\\x99 has not been declared jumpContext(FContext::ContextStruct\\\\* oldC, FContext\\\\* newC, intptr_t p);         ^/-:72:39: error: \\xe2\\x80\\x98folly::fibers::FContext::ContextStruct\\xe2\\x80\\x99 has not been declared jumpContext(FContext\\\\* oldC, FContext::ContextStruct\\\\* newC, intptr_t p) {             ^/-: In function \\xe2\\x80\\x98intptr_t folly::fibers::jumpContext(folly::fibers::FContext_, int_, intptr_t)\\xe2\\x80\\x99:/-:74:10: error: \\xe2\\x80\\x98jump_fcontext\\xe2\\x80\\x99 is not a member of \\xe2\\x80\\x98boost::context\\xe2\\x80\\x99 return boost::context::jump_fcontext(&oldC->context_, _newC, p);    ^/-:74:10: note: suggested alternative:In file included from /:12:0,       from /:28,       from /:13,       from /:7,       from /-:18,       from /-:26,       from /inl.h:16,       from /-:191,       from /-:16:/:31:35: note: \\xe2\\x80\\x98boost::context::detail::jump_fcontext\\xe2\\x80\\x99 transfer_t BOOST_CONTEXT_CALLDECL jump_fcontext( fcontext_t const to, void \\\\* vp);             ^In file included from /-:26:0,       from /inl.h:16,       from /-:191,       from /-:16:/-:74:47: error: \\xe2\\x80\\x98struct folly::fibers::FContext\\xe2\\x80\\x99 has no member named \\xe2\\x80\\x98context_\\xe2\\x80\\x99 return boost::context::jump_fcontext(&oldC->context_, *newC, p);                 ^/-: At global scope:/-:83:23: error: \\xe2\\x80\\x98folly::fibers::jumpContext\\xe2\\x80\\x99 declared as an \\xe2\\x80\\x98inline\\xe2\\x80\\x99 variable jumpContext(FContext::ContextStruct_ oldC, FContext\\\\* newC, intptr_t p) {         ^/-:83:23: error: \\xe2\\x80\\x98intptr_t folly::fibers::jumpContext\\xe2\\x80\\x99 redeclared as different kind of symbol/-:66:3: note: previous declaration \\xe2\\x80\\x98intptr_t folly::fibers::jumpContext(int_, folly::fibers::FContext_, intptr_t)\\xe2\\x80\\x99 jumpContext(FContext::ContextStruct\\\\* oldC, FContext\\\\* newC, intptr_t p); ^/-:83:13: error: \\xe2\\x80\\x98ContextStruct\\xe2\\x80\\x99 is not a member of \\xe2\\x80\\x98folly::fibers::FContext\\xe2\\x80\\x99 jumpContext(FContext::ContextStruct\\\\* oldC, FContext\\\\* newC, intptr_t p) {     ^/-:83:38: error: \\xe2\\x80\\x98oldC\\xe2\\x80\\x99 was not declared in this scope jumpContext(FContext::ContextStruct\\\\* oldC, FContext\\\\* newC, intptr_t p) {              ^/-:83:52: error: expected primary-expression before \\xe2\\x80\\x98_\\xe2\\x80\\x99 token jumpContext(FContext::ContextStruct_ oldC, FContext\\\\* newC, intptr_t p) {                  ^/-:83:54: error: \\xe2\\x80\\x98newC\\xe2\\x80\\x99 was not declared in this scope jumpContext(FContext::ContextStruct\\\\* oldC, FContext\\\\* newC, intptr_t p) {                  ^/-:83:69: error: expected primary-expression before \\xe2\\x80\\x98p\\xe2\\x80\\x99 jumpContext(FContext::ContextStruct\\\\* oldC, FContext\\\\* newC, intptr_t p) {                       ^/-: In function \\xe2\\x80\\x98folly::fibers::FContext folly::fibers::makeContext(void_, size_t, void (_)(intptr_t))\\xe2\\x80\\x99:/-:98:7: error: \\xe2\\x80\\x98struct folly::fibers::FContext\\xe2\\x80\\x99 has no member named \\xe2\\x80\\x98context_\\xe2\\x80\\x99 _ = boost::context::make_fcontext(_, stackSize, fn);   ^/-:98:18: error: \\xe2\\x80\\x98make_fcontext\\xe2\\x80\\x99 is not a member of \\xe2\\x80\\x98boost::context\\xe2\\x80\\x99 _ = boost::context::make_fcontext(_, stackSize, fn);      ^/-:98:18: note: suggested alternative:In file included from /:12:0,       from /:28,       from /:13,       from /:7,       from /-:18,       from /-:26,       from /inl.h:16,       from /-:191,       from /-:16:/:33:35: note: \\xe2\\x80\\x98boost::context::detail::make_fcontext\\xe2\\x80\\x99 fcontext_t BOOST_CONTEXT_CALLDECL make_fcontext( void \\\\* sp, std::size_t size, void (\\\\* fn)( transfer_t) );             ^In file included from /inl.h:17:0,       from /-:191,       from /-:16:/-: At global scope:/-:370:13: error: \\xe2\\x80\\x98ContextStruct\\xe2\\x80\\x99 in \\xe2\\x80\\x98struct folly::fibers::FContext\\xe2\\x80\\x99 does not name a type FContext::ContextStruct mainContext_; /*_< stores loop function context */     ^In file included from /-:565:0,       from /inl.h:17,       from /-:191,       from /-:16:/inl.h: In member function \\xe2\\x80\\x98intptr_t folly::fibers::FiberManager::activateFiber(folly::fibers::Fiber_)\\xe2\\x80\\x99:/inl.h:70:23: error: \\xe2\\x80\\x98mainContext_\\xe2\\x80\\x99 was not declared in this scope return jumpContext(&mainContext_, &fiber->fcontext_, fiber->data_);         ^/inl.h: In member function \\xe2\\x80\\x98intptr_t folly::fibers::FiberManager::deactivateFiber(folly::fibers::Fiber_)\\xe2\\x80\\x99:/inl.h:81:42: error: \\xe2\\x80\\x98mainContext_\\xe2\\x80\\x99 was not declared in this scope return jumpContext(&fiber->fcontext_, &mainContext_," 0);              ^third-:1166: recipe for target \'third-\' failedmake[2]: *_\\\\* [third-] Error 1:354: recipe for target \'third-\' failedmake[1]: **\\\\* [third-] Error 2Makefile:make: **\\\\* [all] Error 2""'"
folly,413,closed,1,2016-05-18 12:59:39,120.97,,1,,"b'b"" Has anyone had a chance to take a look at this yet?  It\'s a blocker for updating boost in homebrew.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,2,2016-05-18 12:59:39,147.1,,1,,"b'b"" I looked at it some", and the API is still there," but it\'s been moved to and there are also some moderate changes in the API. I don\'t know enough about our current use of it in futures to be able to make the changes required.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,3,2016-05-18 12:59:39,49.02,1,,,"b'b"" This is definitely a blocking problem. Unless someone complains otherwise"," I\'m just going to disable compiling or installing the Folly Fibers library if  isn\'t working.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,4,2016-05-18 12:59:39,254.55,1,,,"b""b' Fix should come later today. Sorry for the pain"," and thanks for reporting.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,closed,2016-06-10 23:08:28,608.82,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,5,2016-05-18 12:59:39,77.58,,1,,"b""b' This still needs to be open as fibers still needs to be updated to work with 1.61.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,reopened,2016-06-10 23:48:52,40.4,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,6,2016-05-18 12:59:39,7.92,,1,,"b""b' Orvid"," we should track that work separately. The library now builds (butwithout Fibers) with both 1.60 and 1.61.2016\\xe5\\xb9\\xb46\\xe6\\x9c\\x8810\\xe6\\x97\\xa5(\\xe9\\x87\\x91) 16:49 Orvid King notifications@:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,7,2016-05-18 12:59:39,922.28,,1,,"b""b' This still need to be open because there is still a build failure on some platforms when futures uses fibers by default. (-inl.h:31)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,8,2016-05-18 12:59:39,1273.63,,1,,"b""b' Because folly is a C++11 library you could use class execution_context (from ) instead.Otherwise", if you insist using the fcontext-API (now in namespace detail) you should note," that:1) context entered first time: the suspended context is passed as member of struct transfer_t to the context-function2) context was already suspended before: in resumed context jump_fcontext() returns struct transfer_t with suspended context'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,9,2016-05-18 12:59:39,616.03,,1,,"b'b"" Since I\'m using folly maily for fibers  isn\'t an option so downgraded boost and patched   Downgraded to 155 but 159 may work", as well (haven\'t tested). For anyone else building from source instead of the off the shelf brew version, If you don\'t already have openssl or libressl then install them:  then to have the paths picked up," export Possibly swap out with libressl If the flag isn\'t picked up i.e. it fails to compile saying it can\'t find an openssl header then  and find  which may or may not be empty and add the openssl path to it so we get Then your standard ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,10,2016-05-18 12:59:39,1330.9,,1,,"b""b' Boost >= 1.61 is now supported via url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,closed,2016-10-18 20:59:39,1270.78,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,11,2016-05-18 12:59:39,424.2,,1,,"b""b'  This fix was  in 3433e03"," ie. folly no longer compiles on boost v1.61'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,reopened,2016-10-21 07:59:53,660.23,2,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,12,2016-05-18 12:59:39,962.1,,,1,"b""b' Re-fixed (correctly this time!) in url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,closed,2016-11-03 20:05:57,726.07,2,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,413,closed,-,-,-,2,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,opened,2016-05-20 16:55:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,title,2016-05-20 16:55:56,00:00,,1,,"b""b' Check for the existence of /'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,body,2016-05-20 16:55:56,00:00,,1,,"b""b' Even in some newer linux kernels", hugepages can be disabled,"so checking for the existence of this path before readingseems reasonable.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,1,2016-05-20 16:55:56,10.37,,,1,"b'b"" Thank you for your pull request and welcome to our community. We require contributors to sign our Contributor License Agreement", and we don\'t seem to have you on file. In order for us to review and merge your code, please sign up at url  and if you have received this in error or have any questions," please drop us a line at cla@. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,2,2016-05-20 16:55:56,740.93,,,1,"b'b"" The automated CLA process didn\'t work"," apparently.  Which is fine b/c this is so trivial that you can just type it again. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,closed,2016-05-24 05:27:14,751.3,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,3,2016-05-20 16:55:56,908.3,,1,,"b'b"" Actually", it looks like the system did get the CLA," the bot just didn\'t respond to say that you had signed it. Could you re-open this? cc @sdwilsh""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,4,2016-05-20 16:55:56,117.93,,,1,"b""b' Thanks for following up.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,reopened,2016-05-24 22:33:28,1026.23,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,5,2016-05-20 16:55:56,13.85,,,1,"b""b' Thank you for signing our Contributor License Agreement. We can now accept your code for this (and any) Facebook open source project. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,6,2016-05-20 16:55:56,4.22,1,,,"b'b"" I have words for you @facebook-github-bot.  I have no idea why you didn\'t comment before :/""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,7,2016-05-20 16:55:56,110.7,,1,,"b""b' Closing old PRs'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,closed,2016-11-08 00:42:14,128.77,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,416,closed,-,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,546,open,opened,2017-02-21 07:43:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,546,open,title,2017-02-21 07:43:45,00:00,,1,,"b""b' Make error in Ubuntu 16.04'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,546,open,body,2017-02-21 07:43:45,00:00,1,,,"b""b' I Tried to make folly"," but it doesnt work this message  it has error in  i cannot solve this problem. help plz'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,546,open,closed,2017-02-22 07:42:29,1438.73,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,546,open,1,2017-02-21 07:43:45,645.33,,1,,"b""b' How did you solve the issue? I am facing the same error'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,546,open,reopened,2017-07-05 22:41:35,899.1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,546,open,2,2017-02-21 07:43:45,255.92,,1,,"b""b' @KamalGalrani : on 16.04 you can install the gcc-5 packages instead'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,546,open,3,2017-02-21 07:43:45,259.3,,1,,"b""b' might also be openssl v1.0 vs 1.1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,546,open,4,2017-02-21 07:43:45,262.68,,1,,"b""b' On a clean debian 9 image"," I get: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,546,open,-,-,-,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,opened,2017-03-27 14:46:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,title,2017-03-27 14:46:09,00:00,,1,,"b""b' Use of clearenv() prevents compilation on macOS'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,body,2017-03-27 14:46:09,00:00,,1,,"b""b' Compilation of folly fails on macOS 10.11 and 10.12 with:   is not available on macOS.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,1,2017-03-27 14:46:09,868.9,,1,,"b""b' Fixed in 2d2d3d3f923a6efb92ad2d17b10098b33ea68d02.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,closed,2017-04-10 05:15:03,868.9,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,2,2017-03-27 14:46:09,1290.95,,1,,"b""b' It looks like this has now been un-fixed. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,3,2017-03-27 14:46:09,131.73,,1,,"b""b' Yup"," the commit was reverted in 4fe88e4.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,reopened,2017-04-11 17:35:54,740.85,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,4,2017-03-27 14:46:09,759.05,,1,,"b'b"" I had a commit that was supposed to land to fix this after the revert landed"," but things broke and it didn\'t land.  I\'ll go poke the system with a stick now and get the fix landed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,5,2017-03-27 14:46:09,11.52,,,1,"b""b' thanks @Orvid '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,closed,2017-04-11 19:36:13,120.32,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,567,closed,-,-,-,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,650,closed,opened,2017-08-07 09:36:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,650,closed,title,2017-08-07 09:36:46,00:00,,1,,"b""b' make fail on ubuntu 14.04 lts'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,650,closed,body,2017-08-07 09:36:46,00:00,,,1,"b""b' 1. fail infos: 2. folly version: v2017.07.31.00 and v2017.08.07.00 3. boost version: 1.54.0 4. gcc g++ version: 7.1.0  (and other gcc/g++ version was installed include v4.8.x  v4.9.x v5.x v6.x"," the default version is v7.1.0) 5. googletest version: 1.8.0 6. all other dependencies was installed. and double-conversion was configured!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,650,closed,closed,2017-08-07 10:18:25,41.65,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,650,closed,reopened,2017-08-07 12:13:45,115.33,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,650,closed,1,2017-08-07 09:36:46,416.27,,1,,"b""b' It looks like something is wrong with your libevent install. is [documented]url ~-2.0/#a1bf74386dd3725e1538fed2d70c1c113) to return an  ", not a  , and, if is available," should also be available.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,650,closed,2,2017-08-07 09:36:46,688.6,,,1,"b""b' thanks\\xef\\xbc\\x8ci will checking it out again!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,650,closed,closed,2017-08-08 04:01:38,947.88,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,650,closed,-,-,-,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,677,closed,opened,2017-09-16 00:18:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,677,closed,title,2017-09-16 00:18:39,00:00,,1,,"b""b' Issues with Visual C++ compiler'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,677,closed,body,2017-09-16 00:18:39,00:00,1,,,"b'b"" [x] [(193)]url  error C2059: syntax error: \'volatile\'  PR #688 [x] [(208)]url  [fatal error C1009: compiler limit: macros nested too deeply]url  [x] [(38)]url  error C2665: \'folly::setThreadName\': none of the 2 overloads could convert all the argument types [x] folly can\'t link with static libraries url  PR #693 [x] [-inl.h(242)]url  error C2244: \'folly::SemiFuture::SemiFuture\': unable to match function definition to an existing declaration [x] [(1589)]url  error C2039: \'Control\': is not a member of \'msghdr\'. Win10 SDK define MSG_ERRQUEUE too url  PR #689 [x] [(939)]url  error [x] [(43)]url  error C5037: \'folly::detail::HistogramBuckets>::getPercentileBucketIdx\': an out-of-line definition of a member of a class template cannot have default arguments with [T=int64_t] MSVC 2017U4 PR #691 [x] [(86)]url  error C2988: unrecognizable template . CallOnce.h(98): note: see reference to class template instantiation \'folly::detail::once_flag\' being compiled url  [x] [folly\\\\(43)]url  error C2672: \'folly::detail::once_flag::{dtor}\': no matching overloaded function found [x] [(134)]url  error C2370: \'folly::detail::groupVarintSSEMasks\': redefinition; different storage class [x] [(82)]url  error C2370: \'folly::detail::formatHexLower\': redefinition; different storage class. Same on lines 84",86," 88 [x] Futex.h(47): error C2039: \'Atom\': is not a member of \'std::atomic\' url  [x] (986): error [x] Rcu code crash at exit [x] VS2015 [(57)]url  error C3250: \'folly::constexpr_clamp::Less\': declaration is not allowed in \'constexpr\' function body  /cc @Orvid ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,677,closed,1,2017-09-16 00:18:39,891.0,,1,,"b""b' I previously covered the third issue [here]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,677,closed,2,2017-09-16 00:18:39,27.45,,1,,"b'b"" Here\'s another one: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,677,closed,3,2017-09-16 00:18:39,190.87,,1,,"b'b"" With the static libraries issue", it looks like there\'s a mismatch in which CRT the various libraries are being linked against. Folly itself looks like it\'s being linked against the static CRT," but has been compiled against the dynamic CRT.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,677,closed,4,2017-09-16 00:18:39,220.12,,,1,"b""b' Thanks with static libraries issue'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folly,677,closed,5,2017-09-16 00:18:39,431.68,1,,,b'b\' In addition to errors above," build vcpkg and master branch with VS2015.3 failed with error ""IPAddressV6.cpp(421): error C2666: inet_ntop: 2 overloads have similar conversions"" .  Variants:  PCSTR inet_ntop(INT",PVOID,PSTR,std::size_t) or  const char *folly::portability::sockets::inet_ntop(int,const void *,char *,socklen_t)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
